   66     0.21336    0.38108    0.69931    0.92223    0.92819    0.77363    0.46886    0.36662
   67     0.21341    0.38015    0.69986    0.92286    0.92818    0.77421    0.46805    0.36669
   68     0.21345    0.38108    0.70028    0.92358    0.92894    0.77454    0.46915    0.36675
   69     0.21349    0.38104    0.70070    0.92400    0.92958    0.77507    0.46962    0.36681
   70     0.21352    0.38145    0.70121    0.92482    0.93038    0.77550    0.47032    0.36686
   71     0.21355    0.38184    0.70164    0.92491    0.93029    0.77560    0.47007    0.36691
   72     0.21358    0.38165    0.70208    0.92613    0.93122    0.77599    0.47060    0.36695
   73     0.21361    0.38236    0.70274    0.92773    0.93134    0.77645    0.46941    0.36699
   74     0.21364    0.38261    0.70320    0.92795    0.93164    0.77690    0.47004    0.36703
   75     0.21366    0.38295    0.70370    0.92844    0.93181    0.77710    0.47064    0.36707
   76     0.21368    0.38269    0.70413    0.92872    0.93218    0.77735    0.47094    0.36711
   77     0.21370    0.38266    0.70449    0.92939    0.93259    0.77764    0.47130    0.36714
   78     0.21372    0.38222    0.70465    0.92962    0.93285    0.77793    0.47024    0.36717
   79     0.21374    0.38306    0.70489    0.92986    0.93326    0.77812    0.47175    0.36720
   80     0.21376    0.38221    0.70531    0.93051    0.93359    0.77833    0.47130    0.36722
   81     0.21377    0.38370    0.70554    0.93129    0.93347    0.77846    0.47154    0.36725
   82     0.21379    0.38329    0.70584    0.93126    0.93339    0.77859    0.47136    0.36727
   83     0.21380    0.38358    0.70597    0.93158    0.93371    0.77870    0.47168    0.36729
   84     0.21381    0.38283    0.70628    0.93172    0.93414    0.77875    0.47168    0.36731
   85     0.21382    0.38390    0.70649    0.93191    0.93399    0.77901    0.47133    0.36733
   86     0.21383    0.38327    0.70677    0.93208    0.93392    0.77904    0.47148    0.36735
   87     0.21384    0.38327    0.70684    0.93256    0.93432    0.77926    0.47166    0.36737
   88     0.21385    0.38383    0.70712    0.93314    0.93415    0.77933    0.47208    0.36738
   89     0.21386    0.38346    0.70733    0.93318    0.93480    0.77951    0.47232    0.36740
   90     0.21387    0.38374    0.70756    0.93376    0.93498    0.77963    0.47154    0.36741
   91     0.21387    0.38442    0.70779    0.93391    0.93487    0.77985    0.47268    0.36742
   92     0.21388    0.38431    0.70787    0.93370    0.93526    0.77982    0.47256    0.36743
   93     0.21389    0.38395    0.70794    0.93420    0.93522    0.77993    0.47212    0.36744
   94     0.21389    0.38437    0.70800    0.93416    0.93541    0.77993    0.47157    0.36745
   95     0.21390    0.38398    0.70823    0.93442    0.93538    0.77997    0.47223    0.36746
   96     0.21390    0.38352    0.70849    0.93498    0.93529    0.78017    0.47174    0.36747
   97     0.21391    0.38414    0.70861    0.93512    0.93551    0.78006    0.47227    0.36748
   98     0.21391    0.38402    0.70893    0.93550    0.93568    0.78036    0.47291    0.36749
   99     0.21392    0.38450    0.70894    0.93552    0.93537    0.78037    0.47312    0.36750
  100     0.21392    0.38450    0.70876    0.93521    0.93576    0.78034    0.47267    0.36750
  101     0.21392    0.38375    0.70871    0.93531    0.93571    0.78033    0.47272    0.36751
  102     0.21409    0.38505    0.70903    0.93535    0.93574    0.78063    0.47531    0.36764
  103     0.21408    0.38517    0.70894    0.93538    0.93536    0.78088    0.47540    0.36764
  104     0.21407    0.38488    0.70908    0.93538    0.93585    0.78100    0.47545    0.36763
  105     0.21407    0.38453    0.70914    0.93609    0.93553    0.78093    0.47551    0.36763
  106     0.21406    0.38537    0.70949    0.93672    0.93614    0.78121    0.47567    0.36763
  107     0.21405    0.38493    0.70968    0.93663    0.93558    0.78110    0.47567    0.36763
  108     0.21405    0.38478    0.70948    0.93648    0.93533    0.78107    0.47566    0.36763
  109     0.21404    0.38503    0.70946    0.93596    0.93513    0.78096    0.47562    0.36763
  110     0.21404    0.38448    0.70918    0.93559    0.93495    0.78095    0.47556    0.36763
  111     0.21403    0.38419    0.70924    0.93568    0.93484    0.78095    0.47559    0.36762
  112     0.21403    0.38419    0.70939    0.93639    0.93491    0.78111    0.47571    0.36762
  113     0.21402    0.38459    0.70953    0.93647    0.93495    0.78094    0.47578    0.36762
